#iin;location;type;issuername;phone
465555;SWITZERLAND;Visa CREDIT;BANQUE SCS ALLIANCE SA;41-1-2796605
465556;POLAND;Visa;POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA;48-22-5153042
465557;POLAND;Visa DEBIT;BANK ZACHODNI WBK S.A.;48-61-8565214
465558;POLAND;Visa DEBIT;GORNOSLASKI BANK GOSPODARCZY S.A.;48-22-5153042
465559;POLAND;Visa DEBIT;POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA;48-22-5153042
465560;CROATIA;Visa DEBIT;ZAGREBACKA BANKA DD;385-1-3789630
465561;LEBANON;Visa DEBIT;BLOM BANK S.A.L.;961-1-871245
465562;DOMINICAN REPUBLIC;Visa;BANCO POPULAR DOMINICANO;
465564;COSTA RICA;Visa CREDIT;BICSACARD, S.A.;506-2090800
465566;EGYPT;Visa CREDIT;BANQUE MISR;
465568;SWITZERLAND;Visa CREDIT;BANQUE SCS ALLIANCE SA;41-1-2796605
465569;SWITZERLAND;Visa CREDIT;BANQUE SCS ALLIANCE SA;41-1-2796605
465570;SWITZERLAND;Visa CREDIT;BANQUE SCS ALLIANCE SA;41-1-2796605
465571;SWITZERLAND;Visa CREDIT;BANQUE SCS ALLIANCE SA;41-1-2796605
465572;SPAIN;Visa DEBIT;BANCO UNO-E;34-91-5967266
465573;INDONESIA;Visa CREDIT;PT BANK UNIVERSAL;62-21-5226890
465574;TURKEY;Visa DEBIT;DENIZBANK A.S.;90-212-2161364
465575;RUSSIAN FEDERATION;Visa DEBIT;IMAGE BANK - JOINT STOCK COMMERCIAL BANK;7-095-7851515
465576;RUSSIAN FEDERATION;Visa DEBIT;IMAGE BANK - JOINT STOCK COMMERCIAL BANK;7-095-7851515
465577;DOMINICAN REPUBLIC;Visa;CONSORCIO DE TARJETAS DOMINICANAS S.A. (CARDNET);
465578;RUSSIAN FEDERATION;Visa DEBIT;OOO RAIFFEISENBANK AUSTRIA;7-095-7206753
465583;SOUTH KOREA;Visa DEBIT;KOREA EXCHANGE BANK CREDIT SERVICE CO., LTD.;82-2-5248350
465584;SPAIN;Visa CREDIT;BANCO COOPERATIVO ESPANOL S.A.;34-91-8070100
465585;CROATIA;Visa DEBIT;HVB BANK CROATIA D.D.;385 1 4800 882
465586;SPAIN;Visa DEBIT;LLOYDS TSB BANK PLC, SUCURSAL EN ESPANA;44-1268-298293
465590;UNITED KINGDOM;Visa CREDIT;TESCO PERSONAL FINANCE LTD;44-1702-607737
465591;COLOMBIA;Visa PREPAID;LLOYDS TSB BANK S.A.;57-1-3345088
465592;COLOMBIA;Visa DEBIT;LLOYDS TSB BANK S.A.;57-1-3345088
465593;COLOMBIA;Visa CREDIT;LLOYDS TSB BANK S.A.;57-1-3345088
465594;COLOMBIA;Visa CREDIT;LLOYDS TSB BANK S.A.;57-1-3345088
465595;GERMANY;Visa CREDIT;DEUTSCHE POSTBANK AG;
465596;GERMANY;Visa CREDIT;DEUTSCHE POSTBANK AG;
465604;UNITED STATES OF AMERICA;Visa CREDIT;AMERICREST BANK;405-945-8100
465605;UNITED STATES OF AMERICA;Visa CREDIT;AMERICREST BANK;405-945-8100
465606;UNITED STATES OF AMERICA;Visa CREDIT;MCKESSON EMPLOYEES' F.C.U.;800-215-6280
465607;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
465609;UNITED STATES OF AMERICA;Visa CREDIT;TRIPLES C.U.;800-215-6280
465610;UNITED STATES OF AMERICA;Visa CREDIT;WESTERN STATES BANKCARD ASSOCIATION;818-597-7489
465611;UNITED STATES OF AMERICA;Visa CREDIT;MBNA AMERICA BANK, N.A.;
465612;UNITED STATES OF AMERICA;Visa CREDIT;MBNA AMERICA BANK, N.A.;
465613;UNITED STATES OF AMERICA;Visa CREDIT;CODE C.U., INC;877-866-7827
465614;UNITED STATES OF AMERICA;Visa DEBIT;FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION;513-579-5638
465616;UNITED STATES OF AMERICA;Visa CREDIT;BAYER F.C.U.;800-611-1426
465617;UNITED STATES OF AMERICA;Visa CREDIT;CHARTWAY F.C.U.;
465620;UNITED STATES OF AMERICA;Visa CREDIT;DUPAGE C.U.;
465625;UNITED STATES OF AMERICA;Visa CREDIT;FIRST SOUTH C.U.;800-245-7728
465627;UNITED STATES OF AMERICA;Visa CREDIT;ITS BANK;
465629;UNITED STATES OF AMERICA;Visa CREDIT;ORNL F.C.U.;800-456-4307
465631;UNITED STATES OF AMERICA;Visa CREDIT;THE CALIFORNIA C.U.;877-875-8092
465636;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
465637;UNITED STATES OF AMERICA;Visa;1ST SOURCE BANK;
465638;UNITED STATES OF AMERICA;Visa CREDIT;PALMETTO CITIZENS F.C.U.;803-376-8072
465639;UNITED STATES OF AMERICA;Visa CREDIT;N B A C.U.;800-215-6280
465640;UNITED STATES OF AMERICA;Visa;FIRST USA BANK, N.A.;
465641;UNITED STATES OF AMERICA;Visa CREDIT;UNITEDTRUST BANK;877-866-7827
465643;UNITED STATES OF AMERICA;Visa CREDIT;UNCLE C.U.;925-447-5001
465644;UNITED STATES OF AMERICA;Visa CREDIT;FIRST AMERICAN C.U.;800-215-6280
465645;UNITED STATES OF AMERICA;Visa CREDIT;FIRST AMERICAN C.U.;800-215-6280
465647;UNITED STATES OF AMERICA;Visa CREDIT;IBEW AND UNITED WORKERS F.C.U.;800-215-6280
465648;UNITED STATES OF AMERICA;Visa CREDIT;ACB CARD SERVICES, INC;800-215-6280
465650;UNITED STATES OF AMERICA;Visa CREDIT;MBNA AMERICA BANK, N.A.;
465653;UNITED STATES OF AMERICA;Visa CREDIT;MID-HUDSON VALLEY F.C.U.;800-245-7728
465654;UNITED STATES OF AMERICA;Visa CREDIT;BRIDGEVIEW BANK AND TRUST COMPANY;
465802;NAMIBIA;Visa DEBIT;BANK WINDHOEK LIMITED;
465805;SPAIN;Visa CREDIT;BANCO POPULAR ESPANOL S.A.;34-91-3626348
465806;SPAIN;Visa CREDIT;BANCO POPULAR ESPANOL S.A.;34-91-3626348
465807;SPAIN;Visa CREDIT;BANCO POPULAR ESPANOL S.A.;34-91-3626348
465808;SPAIN;Visa CREDIT;BANCO POPULAR ESPANOL S.A.;34-91-3626348
465809;SPAIN;Visa CREDIT;BANCO POPULAR ESPANOL S.A.;34-91-3626348
465810;SPAIN;Visa CREDIT;BANCO POPULAR ESPANOL S.A.;34-91-3626348
465811;SPAIN;Visa CREDIT;BANCO POPULAR ESPANOL S.A.;34-91-3626348
465812;SPAIN;Visa CREDIT;BANCO POPULAR ESPANOL S.A.;34-91-3626348
465813;SPAIN;Visa CREDIT;BANCO POPULAR ESPANOL S.A.;34-91-3626348
465814;BELIZE;Visa;PROVIDENT BANK AND TRUST OF BELIZE LIMITED;
465816;RUSSIAN FEDERATION;Visa;BALTIYSKIY BANK;7-812-3118476
465817;SLOVAKIA;Visa DEBIT;TATRA BANKA, A.S.;421-2-59193635
465818;UNITED KINGDOM;Visa;STANDARD CHARTERED BANK;
465819;KAZAKHSTAN;Visa CREDIT;OJSC BANK TURANALEM;7-3272-500121
465824;NAMIBIA;Visa DEBIT;BANK WINDHOEK LIMITED;
465825;NAMIBIA;Visa;BANK WINDHOEK LIMITED;
465826;EL SALVADOR;Visa CREDIT;PROCARD DE EL SALVADOR S.A. DE C.V.;50-3-2641144
465827;EL SALVADOR;Visa CREDIT;PROCARD DE EL SALVADOR S.A. DE C.V.;50-3-2641144
465828;MEXICO;Visa DEBIT;BANCO INBURSA S.A.;
465829;MEXICO;Visa DEBIT;BANCO INBURSA S.A.;
465837;UNITED KINGDOM;Visa DEBIT;TD WATERHOUSE BANK N.V.;
465850;UNITED KINGDOM;Visa DEBIT;STANDARD CHARTERED GRINDLAYS (OFFSHORE) LTD;
465851;UNITED KINGDOM;Visa DEBIT;STANDARD CHARTERED GRINDLAYS (OFFSHORE) LTD;
465852;UNITED KINGDOM;Visa DEBIT;STANDARD CHARTERED GRINDLAYS (OFFSHORE) LTD;
465880;ZIMBABWE;Visa CREDIT;ZIMBABWE BANKING CORPORATION LIMITED;263-4-733031
465881;ZIMBABWE;Visa CREDIT;ZIMBABWE BANKING CORPORATION LIMITED;263-4-733031
465882;RUSSIAN FEDERATION;Visa;CB OF THE GAS INDUSTRY 'GAZPROMBANK';7-095-719-1958
465883;HONG KONG, CHINA;Visa CREDIT;DBS KWONG ON BANK, LIMITED;852-28327289
465884;HONG KONG, CHINA;Visa CREDIT;DBS KWONG ON BANK, LIMITED;852-28327289
465885;MALAYSIA;Visa CREDIT;AFFIN BANK BERHAD;
465886;MALAYSIA;Visa CREDIT;AFFIN BANK BERHAD;
465887;SOUTH KOREA;Visa CREDIT;SHINHAN CARD CO., LTD;82-2-7732748
465888;SOUTH KOREA;Visa CREDIT;KORAM BANK;
465889;SOUTH KOREA;Visa DEBIT;NATIONAL FEDERATION OF FISHERIES COOPERATIVES;82-2-37081321
465891;SLOVAKIA;Visa DEBIT;HVB BANK SLOVAKIA A.S.;421-2-59735811
465892;SLOVAKIA;Visa DEBIT;HVB BANK SLOVAKIA A.S.;421-2-59735811
465893;SLOVAKIA;Visa DEBIT;HVB BANK SLOVAKIA A.S.;421-2-59735811
465895;GEORGIA;Visa DEBIT;JSC CARTU BANK;995-32-939196
465899;THAILAND;Visa DEBIT;UOB RADANASIN BANK PUBLIC COMPANY LIMITED;66-2-6614593
465911;UNITED KINGDOM;VISA;BARCLAYS BANK PLC;
465953;BOLIVIA;Visa;BANCO DE CREDITO DE BOLIVIA, S.A.;
465954;SPAIN;Visa CREDIT;CAJA RURAL PROVINCIAL DE CIUDAD REAL;34-91-8070100
465955;COLOMBIA;Visa;VISA COLOMBIA;
465956;COLOMBIA;Visa DEBIT;BANCO TEQUENDAMA;57-1-3433900
465957;HUNGARY;Visa DEBIT;AE BANK RT. (GENERAL BANKING AND TRUST LTD);36-1-3027352
465958;HUNGARY;Visa;AE BANK RT. (GENERAL BANKING AND TRUST LTD);36-1-3027352
465959;HUNGARY;Visa DEBIT;AE BANK RT. (GENERAL BANKING AND TRUST LTD);36-1-3027352
465960;HUNGARY;Visa DEBIT;AE BANK RT. (GENERAL BANKING AND TRUST LTD);36-1-3027352
465961;BAHRAIN;Visa;STANDARD CHARTERED BANK;
465962;PORTUGAL;Visa CREDIT;BANCO BPI;351-21-3509657
465963;PORTUGAL;Visa CREDIT;BANCO BPI;351-21-3509657
465964;PORTUGAL;Visa CREDIT;BANCO BPI;351-21-3509657
465965;PORTUGAL;Visa CREDIT;BANCO BPI;351-21-3509657
465967;SWITZERLAND;Visa CREDIT;VISECA CARD SERVICES SA;41-1-2796605
465968;SWITZERLAND;Visa CREDIT;VISECA CARD SERVICES SA;41-1-2796605
465969;UNITED KINGDOM;Visa CREDIT;HALIFAX PLC;44-1383-743519
465972;UNITED KINGDOM;Visa PREPAID;INTERPAYMENT SERVICES LIMITED;
465975;UNITED STATES OF AMERICA;Visa PREPAID;INTERPAYMENT SERVICES LIMITED;
465976;JORDAN;Visa CREDIT;BANK OF PALESTINE LTD.;
465977;JORDAN;Visa CREDIT;BANK OF PALESTINE LTD.;
465979;PARAGUAY;Visa DEBIT;MULTIBANCO S.A.;
465980;BOLIVIA;Visa CREDIT;BANCO DE CREDITO DE BOLIVIA, S.A.;
465981;BOLIVIA;Visa CREDIT;BANCO DE CREDITO DE BOLIVIA, S.A.;
465982;BOLIVIA;Visa CREDIT;BANCO DE CREDITO DE BOLIVIA, S.A.;
465983;BOLIVIA;Visa CREDIT;BANCO DE CREDITO DE BOLIVIA, S.A.;
465984;BOLIVIA;Visa CREDIT;BANCO DE CREDITO DE BOLIVIA, S.A.;
465985;BOLIVIA;Visa CREDIT;BANCO DE CREDITO DE BOLIVIA, S.A.;
465986;BOLIVIA;Visa CREDIT;BANCO DE CREDITO DE BOLIVIA, S.A.;
465987;BOLIVIA;Visa CREDIT;BANCO DE CREDITO DE BOLIVIA, S.A.;
465988;POLAND;Visa DEBIT;INVEST BANK S.A.;48-22-5153134
465991;POLAND;Visa;INVEST BANK S.A.;48-22-5153134
465992;POLAND;Visa;POWSZECHNY BANK KREDYTOWY SA W WARSZAWIE;48-22-6406045
465993;POLAND;Visa DEBIT;RAIFFEISEN BANK POLSKA S.A.;48-22-5498822
465994;SPAIN;Visa DEBIT;CAJA DE CAMINOS;34-91-8070100
465995;NORWAY;Visa CREDIT;VISA NORGE A/S;
465996;MALTA;Visa CREDIT;BANK OF VALLETTA PLC;
465997;MALTA;Visa CREDIT;BANK OF VALLETTA PLC;
465998;MALTA;Visa CREDIT;BANK OF VALLETTA PLC;
466001;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466002;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466003;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466004;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466005;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466006;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466007;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466008;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466009;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466010;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466011;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, NATIONAL ASSOCIATION;
466012;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466013;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466014;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466015;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466016;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466017;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466018;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466019;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466020;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
466029;GERMANY;Visa DEBIT;COMMERZBANK AG;49-69-79331342
466100;UNITED STATES OF AMERICA;Visa;FIRST USA BANK, N.A.;
466101;UNITED STATES OF AMERICA;Visa CREDIT;SCOTT C.U.;727-571-4616
466105;UNITED STATES OF AMERICA;Visa CREDIT;QUAD CITY BANK AND TRUST COMPANY;800-888-0085
466106;UNITED STATES OF AMERICA;Visa DEBIT;COMMUNITY STATE BANK OF ST CHARLES;608-240-7769
466107;UNITED STATES OF AMERICA;Visa CREDIT;UNITED COMMUNITY BANK;402-222-7774
466111;UNITED STATES OF AMERICA;Visa CREDIT;FIRST BANK;
466112;UNITED STATES OF AMERICA;Visa CREDIT;HARRIS BANK JOLIET, N.A.;608-240-7317
466114;UNITED STATES OF AMERICA;Visa DEBIT;CENTRAL INDIANA SCHOOL EMPLOYEES F.C.U.;800-657-6366
466115;UNITED STATES OF AMERICA;Visa;SERVICES C.U.;
466117;UNITED STATES OF AMERICA;Visa CREDIT;KANKAKEE FEDERAL SAVINGS BANK;815-928-7786
466118;UNITED STATES OF AMERICA;Visa;FIRST NATIONAL BANK OF OMAHA;
466119;UNITED STATES OF AMERICA;Visa CREDIT;MBNA AMERICA BANK, N.A.;
466120;UNITED STATES OF AMERICA;Visa DEBIT;METROBANK, N.A.;800-215-6280
466125;UNITED STATES OF AMERICA;Visa CREDIT;THE SECURITY DOLLAR BANK;877-866-7827
466126;UNITED STATES OF AMERICA;Visa DEBIT;THE FARMERS BANK AND SAVINGS COMPANY OF POMEROY, OHIO;513-579-5638
466129;UNITED STATES OF AMERICA;Visa DEBIT;FIRST CHARTER BANK;704-688-4633
466130;UNITED STATES OF AMERICA;Visa DEBIT;RANDOLPH BANK AND TRUST COMPANY;321-263-3000
466131;UNITED STATES OF AMERICA;Visa DEBIT;WELLS FARGO BANK IOWA, N.A.;
466133;UNITED STATES OF AMERICA;Visa;SERVICES C.U.;
466135;UNITED STATES OF AMERICA;Visa DEBIT;IOWA LEAGUE CORPORATE CENTRAL C.U.;800-234-5354
466136;UNITED STATES OF AMERICA;Visa CREDIT;CDC F.C.U.;
466141;UNITED STATES OF AMERICA;Visa CREDIT;NATIONAL CITY BANK;
466142;UNITED STATES OF AMERICA;Visa CREDIT;PARDA F.C.U.;248-656-1600
466145;UNITED STATES OF AMERICA;Visa CREDIT;ACCESS C.U.;727-571-4616
466146;UNITED STATES OF AMERICA;Visa DEBIT;FIRST STATE BANK;608-240-7769
466147;UNITED STATES OF AMERICA;Visa CREDIT;UMB BANK, N.A.;
466156;UNITED STATES OF AMERICA;Visa CREDIT;CARD SERVICES FOR C.U.S, INC;
466157;UNITED STATES OF AMERICA;Visa DEBIT;TLC F.C.U.;800-881-7488
466161;UNITED STATES OF AMERICA;Visa;FIRST USA BANK, N.A.;
466162;UNITED STATES OF AMERICA;Visa;BA MERCHANT SERVICES, INC;
466163;UNITED STATES OF AMERICA;Visa CREDIT;TELESIS COMMUNITY C.U.;800-657-6366
466164;UNITED STATES OF AMERICA;Visa DEBIT;PACIFIC NORTHWEST BANK;800-221-5920
466166;UNITED STATES OF AMERICA;Visa DEBIT;GREAT BASIN BANK OF NEVADA;800-215-6280
466167;UNITED STATES OF AMERICA;Visa CREDIT;NEVADA F.C.U.;800-245-7728
466168;UNITED STATES OF AMERICA;Visa;BANC ONE POS SERVICES CORPORATION;
466169;UNITED STATES OF AMERICA;Visa CREDIT;NUMARK C.U.;800-215-6280
466173;UNITED STATES OF AMERICA;Visa CREDIT;FIRST NATIONAL BANK OF OMAHA;
466174;UNITED STATES OF AMERICA;Visa CREDIT;FIRST NATIONAL BANK OF OMAHA;
466180;UNITED STATES OF AMERICA;Visa;CAROLINA FIRST BANK;
466181;UNITED STATES OF AMERICA;Visa CREDIT;COASTAL COMMUNITY AND TEACHERS CREDIT UNON;361-985-0308
466182;UNITED STATES OF AMERICA;Visa DEBIT;ICBA BANCARD;
466184;UNITED STATES OF AMERICA;Visa CREDIT;FIRST-CITIZENS BANK, A VIRGINIA CORPORATION;
466186;UNITED STATES OF AMERICA;Visa DEBIT;FIRST NATIONAL BANK AND TRUST CO. OF THE TREASURE COAST;
466187;UNITED STATES OF AMERICA;Visa DEBIT;ALLEGACY F.C.U.;800-238-2827
466188;UNITED STATES OF AMERICA;Visa DEBIT;BRANCH BANKING AND TRUST COMPANY;
466189;UNITED STATES OF AMERICA;Visa;BRANCH BANKING AND TRUST COMPANY;
466190;UNITED STATES OF AMERICA;Visa DEBIT;YOLO F.C.U.;800-657-6366
466191;UNITED STATES OF AMERICA;Visa CREDIT;BANK OF AMERICA, N.A. (USA);
466300;UNITED STATES OF AMERICA;Visa;MBNA TECHNOLOGY, INC;972-701-6336
466390;UNITED STATES OF AMERICA;Visa CREDIT;RIVERSIDE COMMUNITY C.U.;800-215-6280
466391;UNITED STATES OF AMERICA;Visa CREDIT;RIVERSIDE COMMUNITY C.U.;800-215-6280
466392;UNITED STATES OF AMERICA;Visa CREDIT;MBNA TECHNOLOGY, INC;972-701-6336
466393;UNITED STATES OF AMERICA;Visa DEBIT;SRI F.C.U.;800-881-7488
466394;UNITED STATES OF AMERICA;Visa CREDIT;SRI F.C.U.;800-881-7488
466395;NORWAY;Visa DEBIT;VISA NORGE A/S;
466396;UNITED STATES OF AMERICA;Visa DEBIT;BANK OF GRAVETT;877-715-2299
466397;UNITED STATES OF AMERICA;Visa DEBIT;BEDFORD FEDERAL SAVINGS BANK;800-424-1990
466400;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
466502;POLAND;Visa DEBIT;BANK POLSKIEJ SPOLDZIELCZOSCI S.A.;48-81-5319515
466503;POLAND;Visa DEBIT;BANK POLSKIEJ SPOLDZIELCZOSCI S.A.;48-81-5319515
466504;POLAND;Visa;BANK POLSKIEJ SPOLDZIELCZOSCI S.A.;48-81-5319515
466506;POLAND;Visa DEBIT;BANK POLSKIEJ SPOLDZIELCZOSCI S.A.;48-81-5319515
466507;UNITED ARAB EMIRATES;Visa CREDIT;CITIBANK, N.A.;
466508;RUSSIAN FEDERATION;Visa DEBIT;COMMERCIAL BANK TVK 000;7-095-9161663
466509;RUSSIAN FEDERATION;Visa DEBIT;COMMERCIAL BANK TVK 000;7-095-9161663
466510;RUSSIAN FEDERATION;Visa DEBIT;COMMERCIAL BANK TVK 000;7-095-9161663
466511;RUSSIAN FEDERATION;Visa DEBIT;COMMERCIAL BANK MASTER-BANK;7-095-7556515
466512;RUSSIAN FEDERATION;Visa DEBIT;COMMERCIAL BANK MASTER-BANK;7-095-7556515
466513;RUSSIAN FEDERATION;Visa DEBIT;COMMERCIAL BANK MASTER-BANK;7-095-7556515
466514;RUSSIAN FEDERATION;Visa DEBIT;COMMERCIAL BANK MASTER-BANK;7-095-7556515
466516;UNITED ARAB EMIRATES;Visa CREDIT;CITIBANK, N.A.;
466526;GREECE;Visa CREDIT;NOVABANK S.A.;30-1-09557000
466527;PORTUGAL;Visa CREDIT;CAIXA ECONOMICA MONTEPIO GERAL;
466600;UNITED STATES OF AMERICA;Visa;CARD SERVICES FOR C.U.S, INC;
466602;UNITED STATES OF AMERICA;Visa;SERVICES C.U.;
466700;COLOMBIA;Visa CREDIT;LLOYDS TSB BANK S.A.;57-1-3345088
466701;MACEDONIA;Visa;STOPANSKA BANKA A.D. SKOPJE;
466702;GUAM;Visa CREDIT;GOVERNMENT OF GUAM EMPLOYEES F.C.U.;800-424-1990
466703;GUAM;Visa CREDIT;GOVERNMENT OF GUAM EMPLOYEES F.C.U.;800-424-1990
466705;INDIA;Visa;ICICI LIMITED;
466706;INDIA;Visa CREDIT;ICICI LIMITED;
466710;HONDURAS;Visa CREDIT;PROCARD DE HONDURAS, S.A. DE C.V.;504-220-4626
466711;HONDURAS;Visa CREDIT;PROCARD DE HONDURAS, S.A. DE C.V.;504-220-4626
466716;DOMINICAN REPUBLIC;Visa;BANCO POPULAR DOMINICANO;
466719;KUWAIT;Visa CREDIT;BANK OF KUWAIT AND THE MIDDLE EAST, KSC;
466720;KAZAKHSTAN;Visa DEBIT;BANK CENTER CREDIT;
466721;BERMUDA;Visa;PROMISANT LTD.;
466726;TAIWAN;Visa DEBIT;TAISHIN INTERNATIONAL BANK;886-2-55898866
466800;UNITED STATES OF AMERICA;Visa CREDIT;HOUSEHOLD BANK (NEVADA), N.A.;
466801;UNITED STATES OF AMERICA;Visa DEBIT;HANCOCK BANK OF LOUISIANA;513-579-5638
466802;UNITED STATES OF AMERICA;Visa CREDIT;HANCOCK BANK OF LOUISIANA;513-579-5638
466803;UNITED STATES OF AMERICA;Visa;HANCOCK BANK OF LOUISIANA;513-579-5638
466804;UNITED STATES OF AMERICA;Visa;HANCOCK BANK OF LOUISIANA;513-579-5638
466805;UNITED STATES OF AMERICA;Visa DEBIT;CENTRAL C.U. OF MARYLAND;
466806;UNITED STATES OF AMERICA;Visa CREDIT;U-LANE-O C.U.;800-238-2827
466807;UNITED STATES OF AMERICA;Visa DEBIT;THE FIRST NATIONAL BANK OF VALENTINE;800-376-2470
466808;UNITED STATES OF AMERICA;Visa DEBIT;TRI-STATE BANK OF MEMPHIS;877-715-2299
466809;UNITED STATES OF AMERICA;Visa DEBIT;HERSHEY STATE BANK;308-368-5555
467008;SOUTH KOREA;Visa CREDIT;LOTTE CAPITAL CO., LTD.;800-657-6366
467013;UNITED STATES OF AMERICA;Visa CREDIT;BANK OF AMERICA, N.A. (USA);
467018;SLOVENIA;Visa CREDIT;ABANKA D.D. LJUBLJANA;
467019;SPAIN;Visa CREDIT;CAJA RURAL DE BURGOS;34-947-258156
467020;SPAIN;Visa CREDIT;BANCO HERRERO S.A.;34-93-4110263
467021;SPAIN;Visa CREDIT;CAIXA D'ESTALVIS I PENSIONS/DE AHORROS Y PENSIONES DE BARCELONA (LA CAIXA);34-93-4110263
467022;SPAIN;Visa;VISA ESPANA;
467023;GERMANY;Visa CREDIT;BANKGESELLSCHAFT BERLIN AG;
467024;UNITED STATES OF AMERICA;Visa DEBIT;NATIONAL CITY BANK OF INDIANA;
467025;UNITED STATES OF AMERICA;Visa DEBIT;NATIONAL CITY BANK OF INDIANA;
467026;UNITED STATES OF AMERICA;Visa DEBIT;NATIONAL CITY BANK OF INDIANA;
467027;UNITED STATES OF AMERICA;Visa DEBIT;NATIONAL CITY BANK OF INDIANA;
467028;UNITED STATES OF AMERICA;Visa DEBIT;NATIONAL CITY BANK OF INDIANA;
467058;RUSSIAN FEDERATION;Visa CREDIT;GUTA BANK - CB FOR DEVELOPMENT OF BUSINESS ACTIVITY;7-095-9332214
467059;CYPRUS;Visa CREDIT;THE CYPRUS POPULAR BANK LTD. (LAIKI BANK);
467062;UNITED KINGDOM;Visa CREDIT;LLOYDS TSB BANK PLC;
467063;OMAN;Visa CREDIT;OMAN INTERNATIONAL BANK S.A.O.;
467064;BRAZIL;Visa CREDIT;BANCO BILBAO VIZCAYA ARGENTARIA BRASIL S.A.;55-11-31496407
467069;SOUTH KOREA;Visa CREDIT;SAMSUNG CARD CO., LTD;
467086;BRAZIL;Visa CREDIT;BANCO BILBAO VIZCAYA ARGENTARIA BRASIL S.A.;55-11-31496407
467088;BRAZIL;Visa CREDIT;BANCO BILBAO VIZCAYA ARGENTARIA BRASIL S.A.;55-11-31496407
467089;BRAZIL;Visa CREDIT;BANCO BILBAO VIZCAYA ARGENTARIA BRASIL S.A.;55-11-31496407
467092;OMAN;Visa;CITIBANK, N.A.;
467093;ROMANIA;Visa CREDIT;ALPHA BANK ROMANIA S.A.;40-21-2092431
467094;ROMANIA;Visa DEBIT;ALPHA BANK ROMANIA S.A.;40-21-2092431
467095;ROMANIA;Visa CREDIT;ALPHA BANK ROMANIA S.A.;40-21-2092431
467099;MALTA;Visa DEBIT;BANK OF VALLETTA PLC;
467105;GREECE;Visa CREDIT;NOVABANK S.A.;30-1-09557000
467106;GREECE;Visa CREDIT;NOVABANK S.A.;30-1-09557000
467107;GREECE;Visa CREDIT;NOVABANK S.A.;30-1-09557000
467108;GREECE;Visa CREDIT;NOVABANK S.A.;30-1-09557000
467109;PERU;Visa CREDIT;BANCO DEL NUEVO MUNDO;51-1-4218333
467112;BRAZIL;Visa CREDIT;BANCO SUDAMERIS BRASIL, S.A.;
467113;BRAZIL;Visa CREDIT;BANCO SUDAMERIS BRASIL, S.A.;
467114;BRAZIL;Visa CREDIT;BANCO SUDAMERIS BRASIL, S.A.;
467124;SOUTH KOREA;Visa CREDIT;LG CARD CO., LTD.;82-2-62526203
467129;UNITED STATES OF AMERICA;Visa;SERVICES C.U.;
467142;UNITED STATES OF AMERICA;Visa DEBIT;GUADALUPE C.U.;877-715-2299
467143;UNITED STATES OF AMERICA;Visa DEBIT;PENTUCKET BANK;800-424-1990
467144;UNITED STATES OF AMERICA;Visa DEBIT;SOUTHERN LAKES C.U.;
467157;UNITED STATES OF AMERICA;Visa DEBIT;CENTURY BANK, N.A.;877-715-2299
467176;UNITED STATES OF AMERICA;Visa DEBIT;CENTURY BANK, N.A.;877-715-2299
467190;INDIA;Visa CREDIT;THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED;
467191;INDIA;Visa CREDIT;THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED;
467195;NORWAY;Visa DEBIT;VISA NORGE A/S;
467199;SPAIN;Visa CREDIT;CAJA DE AHORROS Y MONTE DE PIEDAD DE ZARAGOZA, ARAGON Y RIOJA (IBERCAJA);34-976-767676
